Time,GPS_lat,GPS_long,Speed,Steer,Heading,Acc,Angular_velocity
0.040329933166503906,10.869717,106.802475,0.0,0.0,359.9375,-0.01,-0.125
0.0837094783782959,0.0,0.0,0.0,0.0,359.9375,0.01,0.125
0.11339163780212402,0.0,0.0,0.0,0.0,359.9375,0.0,-0.0625
0.15498828887939453,10.869717,106.802475,0.0,0.0,359.9375,0.0,-0.0
0.346207857131958,0.0,0.0,0.0,0.0,359.9375,0.0,-0.0
0.5397014617919922,0.0,0.0,0.0,0.0,359.9375,0.01,-0.0
0.5798604488372803,10.869717,106.802475,0.0,0.0,359.9375,-0.01,0.0625
0.7582230567932129,10.869717,106.802475,0.0,0.0,359.9375,-0.01,-0.125
0.7935497760772705,0.0,0.0,0.0,0.0,359.9375,-0.01,-0.0625
0.8359136581420898,0.0,0.0,0.0,0.0,359.9375,0.0,-0.0
1.008690595626831,10.869717,106.802475,0.0,0.0,359.9375,-0.03,-0.0
1.0485403537750244,10.869717,106.802475,0.0,0.0,359.9375,-0.03,-0.0
1.2187433242797852,10.869717,106.802475,0.0,0.0,359.9375,0.0,-0.0
1.2598867416381836,10.869717,106.802475,0.0,0.0,359.9375,0.0,0.0625
1.3077056407928467,0.0,0.0,0.0,0.0,359.9375,-0.03,-0.0
1.334629774093628,0.0,0.0,0.0,0.0,359.9375,-0.02,0.0625
1.3618862628936768,0.0,0.0,0.0,0.0,359.9375,0.0,0.125
1.5510244369506836,10.869717,106.802475,0.0,0.0,359.9375,0.0,0.125
1.7222261428833008,0.0,0.0,0.0,0.0,359.9375,0.0,-0.0
1.768083095550537,0.0,0.0,0.0,0.0,359.9375,-0.01,-0.0625
1.7957425117492676,0.0,0.0,0.0,0.0,359.9375,0.0,-0.0
1.9939866065979004,10.869717,106.802467,0.0,0.0,359.9375,0.0,-0.0
2.1759049892425537,10.869717,106.802467,0.0,0.0,359.9375,-0.02,-0.0
2.3738179206848145,10.869717,106.802467,0.0,0.0,359.9375,-0.02,-0.0
2.5452322959899902,10.869717,106.802467,0.0,0.0,359.9375,-0.02,-0.0
2.7305684089660645,10.869717,106.802467,0.0,0.0,359.9375,-0.02,-0.0
2.9026107788085938,10.869717,106.802467,0.0,0.0,359.9375,-0.02,-0.0
2.929412364959717,10.869717,106.802467,0.0,0.0,359.9375,-0.02,0.125
3.1340198516845703,10.869717,106.802467,0.0,0.0,359.9375,0.0,0.125
3.309063196182251,10.869717,106.802467,0.0,0.0,359.9375,0.0,0.0625
3.3502397537231445,0.0,0.0,0.0,0.0,359.9375,-0.01,0.0625
3.3899166584014893,0.0,0.0,0.0,0.0,359.9375,0.0,-0.125
3.581690549850464,10.869717,106.802467,0.0,0.0,359.9375,0.0,0.0625
3.7536847591400146,10.869717,106.802467,0.0,0.0,359.9375,0.0,0.0625
3.7808945178985596,10.869717,106.802467,0.0,0.0,359.9375,0.0,0.0625
3.9560248851776123,10.869717,106.802467,0.0,0.0,359.9375,0.0,0.0625
4.00024676322937,10.869717,106.802467,0.0,0.0,359.9375,0.0,0.0625
4.174680233001709,10.869717,106.802467,0.0,0.0,359.9375,0.2,0.0625
4.21556544303894,10.869717,106.802467,0.0,0.0,359.9375,0.13,0.0625
4.242505311965942,0.0,0.0,0.068329,0.0,359.9375,-0.03,-0.0
4.43126654624939,0.0,0.0,0.0,0.0,359.9375,-0.01,-0.125
4.479896068572998,0.0,0.0,0.0,0.0,359.9375,0.0,-0.0
4.659497499465942,10.869717,106.802467,0.0,0.0,359.9375,0.0,-0.0
4.844543933868408,10.869717,106.802467,0.0,0.0,359.9375,0.0,-0.0
5.01938533782959,10.869717,106.802467,0.0,0.0,359.9375,0.0,-0.0
5.211375951766968,10.869717,106.802467,0.017082,0.0,359.9375,0.0,-0.0
5.416175603866577,0.0,0.0,0.0,0.0,359.9375,0.03,-0.0
5.587088584899902,0.0,0.0,0.051247,0.0,359.9375,0.0,0.0625
5.638285160064697,0.0,0.0,0.068329,0.0,359.9375,-0.01,-0.0625
5.665212869644165,10.869717,106.802467,0.068329,0.0,359.9375,0.02,-0.0
5.8340771198272705,0.0,0.0,0.085412,0.0,359.9375,0.18,-0.0
6.014279842376709,0.0,0.0,0.085412,0.0,359.9375,0.18,0.0625
6.205487966537476,10.869717,106.802467,0.085412,0.0,359.9375,0.13,0.1875
6.38201904296875,10.869717,106.802467,0.085412,0.0,359.9375,0.16,0.1875
6.568743944168091,10.869717,106.802467,0.085412,0.0,359.9375,0.14,-0.0625
6.59417724609375,10.869717,106.802467,0.085412,0.0,359.9375,-0.03,-0.25
6.632199287414551,10.869717,106.802467,0.085412,0.0,359.9375,0.01,0.25
6.817341089248657,0.0,0.0,1.059105,0.0,359.875,0.04,0.1875
6.842849969863892,0.0,0.0,1.383669,0.0,359.375,0.04,-1.25
7.0158069133758545,10.869717,106.802467,1.434916,-10.0,358.6875,-0.11,-1.5625
7.203230857849121,10.869717,106.802467,1.434916,-10.0,357.8125,-0.04,-2.9375
7.241093158721924,10.869717,106.802467,1.82781,-10.0,357.375,0.1,-3.6875
7.267819166183472,0.0,0.0,2.084045,-10.0,354.4375,0.23,-5.3125
7.310243606567383,0.0,0.0,2.271951,-10.0,350.4375,0.34,-6.5625
7.496453762054443,0.0,0.0,2.938162,-10.0,346.3125,-0.04,-7.25
7.661106109619141,10.869717,106.802467,2.886915,-10.0,346.3125,-0.04,-7.75
7.829683542251587,10.869717,106.802467,2.886915,-10.0,346.3125,-0.04,-7.0625
7.867097616195679,10.869717,106.802467,2.886915,-10.0,339.125,-0.15,-9.4375
8.003827810287476,10.869717,106.802467,2.886915,-10.0,337.25,0.11,-8.875
8.028781652450562,0.0,0.0,3.928937,-10.0,331.0625,0.34,-9.8125
8.144806385040283,0.0,0.0,4.151008,-10.0,324.4375,0.15,-10.9375
8.266419410705566,0.0,0.0,4.321831,-10.0,317.75,-0.12,-10.6875
8.380180358886719,0.0,0.0,4.560984,-10.0,310.6875,-0.04,-11.875
8.420652866363525,0.0,0.0,4.526819,-10.0,303.5625,-0.4,-11.75
8.54409670829773,0.0,0.0,4.629313,-10.0,296.4375,-0.54,-12.125
8.58296513557434,10.869667,106.802383,4.731807,-10.0,295.0,-0.2,-11.5625
8.621597051620483,0.0,0.0,4.697643,-10.0,289.4375,0.06,-6.875
8.811183452606201,0.0,0.0,4.646396,-10.0,285.125,0.29,-7.0625
8.849352598190308,0.0,0.0,4.817219,0.0,281.625,0.25,-7.125
8.874189138412476,10.869667,106.802383,4.953878,0.0,280.375,0.45,-6.25
9.06410527229309,10.869667,106.802383,4.953878,0.0,279.625,0.4,-3.375
9.249579429626465,0.0,0.0,4.834301,0.0,279.4375,-0.06,-0.375
9.274977445602417,0.0,0.0,4.936795,0.0,279.4375,0.45,-0.125
9.300327777862549,10.869667,106.802383,5.022207,0.0,279.4375,0.17,0.5
9.324992179870605,10.869667,106.802383,5.022207,0.0,279.4375,-0.07,-0.0
9.363049507141113,10.869667,106.802383,5.022207,0.0,279.4375,-0.07,-0.0
9.543692350387573,10.869667,106.802383,5.022207,0.0,279.3125,0.26,-0.5
9.581502199172974,10.869667,106.802383,5.26136,0.0,279.3125,-0.05,-0.5
9.630610227584839,0.0,0.0,5.295525,0.0,279.25,0.4,-0.1875
9.801929235458374,0.0,0.0,5.380936,0.0,279.25,0.14,-0.0625
9.984094858169556,0.0,0.0,5.398018,0.0,279.25,0.71,-0.0
10.009553670883179,10.869667,106.802383,5.415101,0.0,279.25,0.38,-0.0
10.195024013519287,0.0,0.0,5.585924,0.0,279.25,0.3,-0.0
10.223256826400757,0.0,0.0,5.534678,0.0,278.9375,-0.19,-1.0625
10.406502723693848,0.0,0.0,5.688418,0.0,275.8125,-0.75,-6.6875
10.455614566802979,10.869667,106.802383,5.807994,0.0,275.8125,-0.75,-6.75
10.481516361236572,10.869667,106.802383,5.807994,0.0,275.8125,-0.75,-6.75
10.521209716796875,10.869667,106.802383,5.807994,0.0,272.125,0.32,-6.75
10.546270370483398,10.869667,106.802383,5.534678,0.0,272.125,0.15,-0.0
10.720650672912598,0.0,0.0,5.568841,0.0,269.3125,-0.05,-6.1875
10.746613025665283,0.0,0.0,5.722583,0.0,265.0625,-0.06,-6.4375
10.935539245605469,0.0,0.0,5.77383,0.0,258.125,0.01,-14.5625
10.96017575263977,10.869667,106.802383,5.77383,0.0,256.5625,0.41,-14.875
