Time,GPS_lat,GPS_long,Speed,Steer,Heading,Acc,Angular_velocity
0.001261473,10.8714,106.803246,0,0,0,-0.02,-0.0625
0.001624584,0,0,0,0,0,0,-0.125
0.001977921,0,0,0,0,0,-0.01,-0.125
0.00237155,10.8714,106.803246,0,0,0,0,-0.125
0.003268719,10.8714,106.803246,0,0,0,0,-0.125
0.003714323,10.8714,106.803246,0,0,0,0,-0.125
0.004168272,10.8714,106.803246,0,0,0,0.02,-0.125
0.005568027,10.8714,106.803246,0,0,0,-0.03,0
0.005913973,0,0,0,0,0,-0.01,0.0625
0.006516933,0,0,0,0,0,0,0
0.006962299,10.8714,106.803246,0,0,0,-0.01,0
0.007320404,10.8714,106.803246,0,0,0,-0.01,0
0.00774169,10.8714,106.803246,0,0,0,-0.01,0
0.008145094,10.8714,106.803246,0,0,0,-0.01,-0.125
0.008607626,0,0,0,0,0,-0.01,-0.0625
0.00900507,0,0,0,0,0,-0.01,0
0.009730816,10.8714,106.803246,0,0,0,-0.01,0
0.010160923,10.8714,106.803246,0,0,0,0,0
0.010562658,0,0,0,0,0,-0.05,-0.1875
0.010989428,0,0,0,0,0,-0.02,-0.125
0.011725426,10.8714,106.803246,0,0,0,-0.01,0
0.012152433,10.8714,106.803246,0,0,0,-0.01,0
0.012564182,10.8714,106.803246,0,0,0,-0.01,0
0.012962103,10.8714,106.803246,0,0,0,0,0.0625
0.013335228,0,0,0,0,0,0,-0.0625
0.013742685,0,0,0,0,0,0.01,0.1875
0.014448166,10.8714,106.803246,0,0,0,0.02,0.0625
0.01492095,10.8714,106.803246,0,0,0,0.02,0.0625
0.015311003,10.8714,106.803246,0,0,0,-0.06,0.0625
0.016412973,10.8714,106.803246,0,0,0,0.07,0.0625
0.016815662,0,0,0.034165,0,0,-0.09,-0.0625
0.017184973,0,0,0,0,0,-0.03,0
0.017999411,0,0,0,0,0,-0.03,0.0625
0.018569231,10.8714,106.803246,0,0,0,-0.02,0
0.018968105,10.8714,106.803246,0,0,0,0.02,-0.0625
0.019368172,10.8714,106.803246,0,0,0,0.02,0
0.019798517,10.8714,106.803246,0,0,0,0.04,0
0.020330667,10.8714,106.803246,0,0,0,0,0
0.02078557,0,0,0,0,0,0.02,-0.0625
0.021196604,0,0,0,0,0,-0.01,-0.0625
0.022280693,0,0,0,0,0,0.11,0.0625
0.02279377,0,0,0,0,359.9375,0.15,-0.125
0.02323103,0,0,0,0,359.9375,0.04,-0.3125
0.024210215,10.8714,106.803246,0,0,359.9375,0.07,-0.25
0.02500701,10.8714,106.803246,0,0,359.9375,0.07,-0.25
0.027263403,10.8714,106.803246,0,0,359.875,0.14,-0.25
0.028879166,10.8714,106.803246,0,0,359.875,0,-0.3125
0.029855013,0,0,0,0,359.875,-0.04,-0.25
0.030879736,0,0,0,0,359.875,0,0
0.031831264,10.8714,106.803246,0,0,359.875,0,0
0.032939434,10.8714,106.803246,0,0,359.875,0,0
0.033326864,10.8714,106.803246,0,0,359.875,0,-0.125
0.033694029,0,0,0,0,359.875,-0.13,-0.1875
0.034109354,0,0,0,0,359.875,-0.27,-0.3125
0.03468442,10.8714,106.803246,0,0,359.875,-0.25,-0.1875
0.03512454,10.8714,106.803246,0,0,359.875,-0.25,-0.1875
0.03555584,10.8714,106.803246,0,0,359.875,-0.16,-0.1875
0.035920858,10.8714,106.803246,0,0,359.875,-0.21,-0.375
0.036325455,0,0,0,0,359.75,-0.09,-0.6875
0.037209272,0,0,0,0,359.5625,-0.19,-0.625
0.037613153,10.8714,106.803246,0,0,359.25,0.01,-0.5
0.038487673,10.8714,106.803246,0,0,359.125,-0.06,-0.875
0.039319754,0,0,0,0,358.75,-0.15,-0.625
0.039762259,0,0,0,0,358.9375,-0.24,1.3125
0.040164709,10.8714,106.803246,1.656987,0,359.375,-0.29,1.8125
0.040920258,10.8714,106.803246,1.656987,0,359.375,-0.29,1.8125
0.041566372,10.8714,106.803246,1.656987,0,359.375,-0.29,3.125
0.041934729,10.8714,106.803246,1.656987,0,2.8125,0.03,3.1875
0.042327881,10.8714,106.803246,1.520328,0,3.25,-0.11,3.375
0.043204784,0,0,1.53741,0,5.3125,-0.01,3.5
0.043575525,0,0,1.520328,0,7.5,-0.1,3.6875
0.043999672,0,0,1.588657,0,9.625,-0.05,3.5
0.044518948,10.8714,106.803246,1.588657,0,10,0.09,4.25
0.045140743,10.8714,106.803246,1.588657,0,14.625,0.15,5.125
0.045574427,10.8714,106.803246,1.60574,0,15.4375,0.02,6.4375
0.045977831,0,0,1.656987,0,19.25,-0.03,6.625
0.046409845,0,0,1.725316,0,23.125,0.03,6.375
0.046832085,0,0,1.776563,0,27,0.1,6.125
0.047227859,10.8713,106.803253,1.776563,0,28.125,0.08,5
0.047642469,10.8713,106.803253,1.896139,0,28.5625,0.2,4.6875
0.048093319,0,0,2.049881,0,30.125,0.08,1.3125
0.048455238,0,0,1.998633,0,31,0.05,1.5
0.048893929,10.8713,106.803253,2.049881,0,31.6875,0.16,1.125
0.049372911,10.8713,106.803253,2.049881,0,32.0625,-0.01,1.125
0.050152063,10.8713,106.803253,2.049881,0,32.3125,0.15,1.25
0.051173925,10.8713,106.803253,2.049881,0,32.6875,0.06,1.0625
0.051640272,10.8713,106.803253,2.049881,0,32.9375,0.03,1.1875
0.052080631,10.8713,106.803253,2.101127,0,33.0625,0.01,1.3125
0.052500963,0,0,2.169457,0,33.625,-0.04,0.6875
0.052882433,0,0,2.101127,0,33.875,0.01,0.4375
0.053597927,0,0,2.101127,0,33.875,0.02,0.5
0.054379463,10.8713,106.803253,2.101127,0,33.9375,0.02,-0.0625
